Host species,Common Name,Virus family,Virus genus,Virus name,Baltimore classification,Category,NucAcid,Spherical,Filamentous,Pleomorphic,Bullet-form,Lipid Envelope,Fecal.Oral,Fecal.Oral.Reference,Arbovirus,Arbovirus.Reference,Inhalation.Aerosols,Inhalation.Aerosols.Reference,Inhalation.Dust,Inhalation.Dust.Reference,Sexual,Sexual.Reference,Eating,Eating.Reference,Oral.Bloodstream,Oral.Bloodstream.Reference,Breastfeeding,Breastfeeding.Reference,Congenital/vertical,Congenital/vertical.Reference,Germ.line,Germ.line.Reference,Blood.Products,Blood.Products.Reference,Contact.Skin.or.Eye,Contact.Skin.or.Eye.Reference
Bos taurus,Cow,Peribunyaviridae,Orthobunyavirus,Cache Valley virus,V,,RNA,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,PubMedNeg,TRUE,PMID: 29128744,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,TRUE,PMID: 29128744,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg
Bos taurus,Cow,Nairoviridae,Orthonairovirus,Crimean-Congo hemorrhagic fever orthonairovirus,V,,RNA,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,PubMedNeg,TRUE,PMID: 9379454,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg
Bos taurus,Cow,Reoviridae,Orbivirus,Epizootic hemorrhagic disease viruses,III,,RNA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PubMedNeg,TRUE,PMID: 26459518,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg
Bos taurus,Cow,Picornaviridae,Aphthovirus,Foot and mouth disease virus,IV,,RNA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PubMedNeg,FALSE,PubMedNeg,TRUE,PMID: 29245054,FALSE,PubMedNeg,FALSE,PubMedNeg,TRUE,PMID: 29245054,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,TRUE,PMID: 29245054
Bos taurus,Cow,Flaviviridae,Flavivirus,Louping ill virus,IV,,RNA,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,PubMedNeg,TRUE,PMID: 24552787 ,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg
Bos taurus,Cow,Poxviridae,Capripoxvirus,Lumpy skin disease virus,I,,DNA,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,PubMedNeg,TRUE,PMID: 21114790,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg
Bos taurus,Cow,Flaviviridae,Flavivirus,Murray valley encephalitis virus,IV,,RNA,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,PubMedNeg,TRUE,PMID: 6131919,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg
Bos taurus,Cow,Hepeviridae,Orthohepevirus,Orthohepevirus A,IV,,RNA,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,PMID: 21316404,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg
Bos taurus,Cow,Poxviridae,Parapoxvirus,Parapoxvirus,I,,DNA,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,TRUE,https://viralzone.expasy.org/150?outline=all_by_species
Bos taurus,Cow,Poxviridae,Parapoxvirus,Pseudocowpox,I,,DNA,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,TRUE,https://viralzone.expasy.org/150?outline=all_by_species
Bos taurus,Cow,Herpesviridae,Varicellovirus,Pseudorabies virus/Suid herpesvirus 1,I,,DNA,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,PubMedNeg,FALSE,PubMedNeg,TRUE,PMID: 6283959,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg
Bos taurus,Cow,Rhabdoviridae,Lyssavirus,Rabies virus,V,,RNA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,TRUE,PMID: 30607098,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg
Bos taurus,Cow,Phenuiviridae,Phlebovirus,Rift Valley fever phlebovirus,V,,RNA,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,PubMedNeg,TRUE,PMID: 26982443,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg
Bos taurus,Cow,Paramyxoviridae,Morbillivirus,Rinderpest morbillivirus,V,,RNA,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,PubMedNeg,FALSE,PubMedNeg,TRUE,PMID: 9668477,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,TRUE,PMID: 9668477
Bos taurus,Cow,Orthomyxoviridae,Thogotovirus,Thogotovirus,V,,RNA,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,PubMedNeg,TRUE,https://emedicine.medscape.com/article/2500028-overview,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,TRUE,PMID:27030270
Bos taurus,Cow,Flaviviridae,Flavivirus,Tickborne encephalitis virus,IV,,RNA,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,PubMedNeg,TRUE,PMID: 209613,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg
Bos taurus,Cow,Rhabdoviridae,Vesiculovirus,Vesicular stomatitis virus,V,,RNA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,PubMedNeg,TRUE,PMID: 16619618,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg
Bos taurus,Cow,Flaviviridae,Flavivirus,Wesselsbron virus,IV,,RNA,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,PubMedNeg,TRUE,PMID: 1964039,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg
Bos taurus,Cow,Papillomaviridae,Xipapillomavirus,Xipapillomavirus 1,I,,DNA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,TRUE,PMID: 7773594
Canis lupus familiaris,Dog,Herpesviridae,Varicellovirus,Canid alphaherpesvirus 1,I,,DNA,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,TRUE,https://web.archive.org/web/20060818090931/http://www.ivis.org/advances/Infect_Dis_Carmichael/carmichael/chapter_frm.asp?LA=1
Canis lupus familiaris,Dog,Adenoviridae,Mastadenovirus,Canine adenovirus 2,I,,DNA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PubMedNeg,FALSE,PubMedNeg,TRUE,https://en.wikivet.net/Canine_Adenovirus_2,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg
Canis lupus familiaris,Dog,Paramyxoviridae,Morbillivirus,Canine distemper virus,V,,RNA,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,PubMedNeg,FALSE,PubMedNeg,TRUE,"Fenner, Frank J.; Gibbs, E. Paul J.; Murphy, Frederick A.; Rott, Rudolph; Studdert, Michael J.; White, David O. (1993). Veterinary Virology (2nd ed.). Academic Press, Inc. ISBN 978-0-12-253056-2",FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,TRUE,PMID: 560815,FALSE,PubMedNeg,FALSE,PubMedNeg,TRUE,"Fenner, Frank J.; Gibbs, E. Paul J.; Murphy, Frederick A.; Rott, Rudolph; Studdert, Michael J.; White, David O. (1993). Veterinary Virology (2nd ed.). Academic Press, Inc. ISBN 978-0-12-253056-2"
Canis lupus familiaris,Dog,Coronaviridae,Alphacoronavirus,Canine enteric coronavirus,IV,,RNA,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,https://www.merck-animal-health-usa.com/dp/4,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg
Canis lupus familiaris,Dog,Adenoviridae,Mastadenovirus,Canine mastadenovirus A,I,,DNA,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.merck-animal-health-usa.com/dp/3,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg
Canis lupus familiaris,Dog,Parvoviridae,Bocaparvovirus,Canine minute virus/canine parvovirus 2,II,,DNA,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.merckvetmanual.com/digestive-system/diseases-of-the-stomach-and-intestines-in-small-animals/canine-parvovirus,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg
Canis lupus familiaris,Dog,Papillomaviridae,Lambdapapillomavirus,Canine papillomavirus,I,,DNA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,TRUE,https://www.marvistavet.com/viral-papillomas-canine.pml
Canis lupus familiaris,Dog,Parvoviridae,Protoparvovirus,Canine parvovirus 2,II,,DNA,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.merckvetmanual.com/digestive-system/diseases-of-the-stomach-and-intestines-in-small-animals/canine-parvovirus,TRUE,PMID: 24679715,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg
Canis lupus familiaris,Dog,Coronaviridae,Alphacoronavirus,Canine respiratory coronavirus,IV,,RNA,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,PubMedNeg,FALSE,PubMedNeg,TRUE,PMID:18501280,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,TRUE,PMID:18501280
Canis lupus familiaris,Dog,Nairoviridae,Orthonairovirus,Crimean-Congo hemorrhagic fever orthonairovirus,V,,RNA,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,PubMedNeg,TRUE,PMID: 3101526,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg
Canis lupus familiaris,Dog,Orthomyxoviridae,Alphainfluenzavirus,Influenza A virus,V,,RNA,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,PubMedNeg,FALSE,PubMedNeg,TRUE,PMID:28858604 ,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg
Canis lupus familiaris,Dog,Arenaviridae,Mammarenavirus,Lymphocytic choriomeningitis mammarenavirus,V,,RNA,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,PubMedNeg,FALSE,PubMedNeg,TRUE,http://www.cfsph.iastate.edu/FastFacts/pdfs/lymphocytic_choriomeningitis_F.pdf,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,TRUE,http://www.cfsph.iastate.edu/FastFacts/pdfs/lymphocytic_choriomeningitis_F.pdf
Canis lupus familiaris,Dog,Herpesviridae,Varicellovirus,Pseudorabies virus/Suid Herpesvirus 1,I,,DNA,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,https://www.merckvetmanual.com/nervous-system/pseudorabies/overview-of-pseudorabies?query=canine%20pseudorabies,FALSE,PubMedNeg,TRUE,Merck Veterinary Manual,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,TRUE,Merck Veterinary Manual
Canis lupus familiaris,Dog,Rhabdoviridae,Lyssavirus,Rabies virus,IV,,RNA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,TRUE,PMID: 29430859,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg
Canis lupus familiaris,Dog,Phenuiviridae,Phlebovirus,Rift Valley fever phlebovirus,V,,RNA,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,PubMedNeg,TRUE,PMID: 44038,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg
Canis lupus familiaris,Dog,Flaviviridae,Flavivirus,Tickborne encephalitis virus,IV,,RNA,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,PubMedNeg,TRUE,PMID: 29322674,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg
Equus ferus caballus,Horse,Reoviridae,Orbivirus,African horse sickness virus,III,,RNA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PubMedNeg,TRUE,PMID: 28141961,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg
Equus ferus caballus,Horse,Arteriviridae,Alphaarterivirus,Alphaarterivirus equid,IV,,RNA,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,PubMedNeg,FALSE,PubMedNeg,TRUE,https://www.merckvetmanual.com/generalized-conditions/equine-viral-arteritis/overview-of-equine-viral-arteritis?query=equine%20arterivirus,FALSE,PubMedNeg,TRUE,https://www.merckvetmanual.com/generalized-conditions/equine-viral-arteritis/overview-of-equine-viral-arteritis?query=equine%20viral%20arteritis,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,TRUE,https://www.merckvetmanual.com/generalized-conditions/equine-viral-arteritis/overview-of-equine-viral-arteritis?query=equine%20arterivirus,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg
Equus ferus caballus,Horse,Reoviridae,Orbivirus,Bluetongue virus,III,,RNA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PubMedNeg,TRUE,PMID: 28141961,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg
Equus ferus caballus,Horse,Orthomyxoviridae,Thogotovirus,Dhori,V,,RNA,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,PubMedNeg,TRUE,"Fenner, Frank J.; Gibbs, E. Paul J.; Murphy, Frederick A.; Rott, Rudolph; Studdert, Michael J.; White, David O. (1993). Veterinary Virology (2nd ed.). Academic Press, Inc. ISBN 978-0-12-253056-2",FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg
Equus ferus caballus,Horse,Togaviridae,Alphavirus,Eastern equine encephalitis virus,IV,,RNA,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,PubMedNeg,TRUE,PMID: 29941031 ,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg
Equus ferus caballus,Horse,Herpesviridae,Varicellovirus,Equine herpesvirus 1,I,,DNA,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,PubMedNeg,FALSE,PubMedNeg,TRUE,"Fenner, Frank J.; Gibbs, E. Paul J.; Murphy, Frederick A.; Rott, Rudolph; Studdert, Michael J.; White, David O. (1993). Veterinary Virology (2nd ed.). Academic Press, Inc. ISBN 978-0-12-253056-2",FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,TRUE,Merck Veterinary Manual
Equus ferus caballus,Horse,Herpesviridae,Varicellovirus,Equine herpesvirus 3,I,,DNA,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,TRUE,"Carter, G.R.; Flores, E.F.; Wise, D.J. (2006).ÿ""Herpesviridae"".ÿA Concise Review of Veterinary Virology.",FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,TRUE,Merck Veterinary Manual
Equus ferus caballus,Horse,Herpesviridae,Varicellovirus,Equine herpesvirus 4,I,,DNA,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,PubMedNeg,FALSE,PubMedNeg,TRUE,https://www.merckvetmanual.com/respiratory-system/respiratory-diseases-of-horses/equine-herpesvirus-infection?query=equine%20herpesvirus%204,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg
Equus ferus caballus,Horse,Retroviridae,Lentivirus,Equine infectious anemia virus,VI,,RNA,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,PubMedNeg,TRUE,"Fenner, Frank J.; Gibbs, E. Paul J.; Murphy, Frederick A.; Rott, Rudolph; Studdert, Michael J.; White, David O. (1993). Veterinary Virology (2nd ed.). Academic Press, Inc. ISBN 978-0-12-253056-2",FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,TRUE,Merck Veterinary Manual,FALSE,PubMedNeg
Equus ferus caballus,Horse,Adenoviridae,Mastadenovirus,Equine mastadenovirus A,I,,DNA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PubMedNeg,FALSE,PubMedNeg,TRUE,https://en.wikivet.net/Equine_Adenovirus,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,TRUE,https://en.wikivet.net/Equine_Adenovirus
Equus ferus caballus,Horse,Adenoviridae,Mastadenovirus,Equine mastadenovirus B,I,,DNA,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,https://en.wikivet.net/Equine_Adenovirus,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg
Equus ferus caballus,Horse,Picornaviridae,Aphthovirus,"Equine rhinovirus 1,2",IV,,RNA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PubMedNeg,FALSE,PubMedNeg,TRUE,PMID: 30918893,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg
Equus ferus caballus,Horse,Paramyxoviridae,Henipavirus,Hendra virus,V,,RNA,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,TRUE,PMID: 11061954,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,FALSE,PubMedNeg,TRUE,PMID: 11061954
