Host species,Common Name,Virus family,Virus genus,Virus name,Baltimore classification,Category,NucAcid,Spherical,Filamentous,Pleomorphic,Bullet-form,Lipid Envelope,Fecal.Oral,Fecal.Oral.Reference,Arbovirus,Arbovirus.Reference,Inhalation.Aerosols,Inhalation.Aerosols.Reference,Inhalation.Dust,Inhalation.Dust.Reference,Sexual,Sexual.Reference,Eating,Eating.Reference,Oral.Bloodstream,Oral.Bloodstream.Reference,Breastfeeding,Breastfeeding.Reference,Congenital/vertical,Congenital/vertical.Reference,Germ.line,Germ.line.Reference,Blood.Products,Blood.Products.Reference,Contact.Skin.or.Eye,Contact.Skin.or.Eye.Reference
Bos taurus,Cow,Retroviridae,Deltaretrovirus,Bovine leukemia virus,VI,,RNA,1,0,0,0,1,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,1,PMID: 6790919,0,PubMedNeg,1,PMID: 30940091,1,"Fenner, Frank J.; Gibbs, E. Paul J.; Murphy, Frederick A.; Rott, Rudolph; Studdert, Michael J.; White, David O. (1993). Veterinary Virology (2nd ed.). Academic Press, Inc. ISBN 978-0-12-253056-2"
Bos taurus,Cow,Rhabdoviridae,Vesiculovirus,Vesicular stomatitis virus,V,,RNA,0,1,0,0,1,0,PubMedNeg,1,PMID: 16619618,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg
Bos taurus,Cow,Rhabdoviridae,Lyssavirus,Rabies virus,V,,RNA,0,1,0,0,1,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,1,PMID: 30607098,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg
Bos taurus,Cow,Rhabdoviridae,Ephemerovirus,Bovine ephemeral fever virus,V,,RNA,0,1,0,0,1,0,PubMedNeg,1,PMID: 12442580,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg
Canis lupus familiaris,Dog,Adenoviridae,Mastadenovirus,Canine mastadenovirus A,I,,DNA,1,0,0,0,0,1,https://www.merck-animal-health-usa.com/dp/3,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg
Canis lupus familiaris,Dog,Adenoviridae,Mastadenovirus,Canine adenovirus 2,I,,DNA,1,0,0,0,0,0,PubMedNeg,0,PubMedNeg,1,https://en.wikivet.net/Canine_Adenovirus_2,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg
Canis lupus familiaris,Dog,Arenaviridae,Mammarenavirus,Lymphocytic choriomeningitis mammarenavirus,V,,RNA,1,0,1,1,1,0,PubMedNeg,0,PubMedNeg,1,http://www.cfsph.iastate.edu/FastFacts/pdfs/lymphocytic_choriomeningitis_F.pdf,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,1,http://www.cfsph.iastate.edu/FastFacts/pdfs/lymphocytic_choriomeningitis_F.pdf
Canis lupus familiaris,Dog,Coronaviridae,Alphacoronavirus,Canine enteric coronavirus,IV,,RNA,1,0,0,0,1,1,https://www.merck-animal-health-usa.com/dp/4,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg
Canis lupus familiaris,Dog,Coronaviridae,Alphacoronavirus,Canine respiratory coronavirus,IV,,RNA,1,0,0,0,1,0,PubMedNeg,0,PubMedNeg,1,PMID:18501280,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,1,PMID:18501280
Canis lupus familiaris,Dog,Flaviviridae,Flavivirus,Tickborne encephalitis virus,IV,,RNA,1,0,0,0,1,0,PubMedNeg,1,PMID: 29322674,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg
Canis lupus familiaris,Dog,Herpesviridae,Varicellovirus,Canid alphaherpesvirus 1,I,,DNA,1,0,0,0,1,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,1,https://web.archive.org/web/20060818090931/http://www.ivis.org/advances/Infect_Dis_Carmichael/carmichael/chapter_frm.asp?LA=1
Canis lupus familiaris,Dog,Herpesviridae,Varicellovirus,Pseudorabies virus/Suid Herpesvirus 1,I,,DNA,1,0,0,0,1,1,https://www.merckvetmanual.com/nervous-system/pseudorabies/overview-of-pseudorabies?query=canine%20pseudorabies,0,PubMedNeg,1,Merck Veterinary Manual,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,1,Merck Veterinary Manual
Canis lupus familiaris,Dog,Nairoviridae,Orthonairovirus,Crimean-Congo hemorrhagic fever orthonairovirus,V,,RNA,1,0,0,0,1,0,PubMedNeg,1,PMID: 3101526,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg
Canis lupus familiaris,Dog,Orthomyxoviridae,Alphainfluenzavirus,Influenza A virus,V,,RNA,0,0,0,1,1,0,PubMedNeg,0,PubMedNeg,1,PMID:28858604 ,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg
Canis lupus familiaris,Dog,Papillomaviridae,Lambdapapillomavirus,Canine papillomavirus,I,,DNA,1,0,0,0,0,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,1,https://www.marvistavet.com/viral-papillomas-canine.pml
Canis lupus familiaris,Dog,Paramyxoviridae,Morbillivirus,Canine distemper virus,V,,RNA,1,0,1,1,1,0,PubMedNeg,0,PubMedNeg,1,"Fenner, Frank J.; Gibbs, E. Paul J.; Murphy, Frederick A.; Rott, Rudolph; Studdert, Michael J.; White, David O. (1993). Veterinary Virology (2nd ed.). Academic Press, Inc. ISBN 978-0-12-253056-2",0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,1,PMID: 560815,0,PubMedNeg,0,PubMedNeg,1,"Fenner, Frank J.; Gibbs, E. Paul J.; Murphy, Frederick A.; Rott, Rudolph; Studdert, Michael J.; White, David O. (1993). Veterinary Virology (2nd ed.). Academic Press, Inc. ISBN 978-0-12-253056-2"
Canis lupus familiaris,Dog,Parvoviridae,Bocaparvovirus,Canine minute virus/canine parvovirus 2,II,,DNA,1,0,0,0,0,1,https://www.merckvetmanual.com/digestive-system/diseases-of-the-stomach-and-intestines-in-small-animals/canine-parvovirus,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg
Canis lupus familiaris,Dog,Parvoviridae,Protoparvovirus,Canine parvovirus 2,II,,DNA,1,0,0,0,0,1,https://www.merckvetmanual.com/digestive-system/diseases-of-the-stomach-and-intestines-in-small-animals/canine-parvovirus,1,PMID: 24679715,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg
Canis lupus familiaris,Dog,Phenuiviridae,Phlebovirus,Rift Valley fever phlebovirus,V,,RNA,1,0,0,0,1,0,PubMedNeg,1,PMID: 44038,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg
Canis lupus familiaris,Dog,Rhabdoviridae,Lyssavirus,Rabies virus,IV,,RNA,0,1,0,0,1,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,1,PMID: 29430859,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg
Equus ferus caballus,Horse,Adenoviridae,Mastadenovirus,Equine mastadenovirus A,I,,DNA,1,0,0,0,0,0,PubMedNeg,0,PubMedNeg,1,https://en.wikivet.net/Equine_Adenovirus,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,1,https://en.wikivet.net/Equine_Adenovirus
Equus ferus caballus,Horse,Adenoviridae,Mastadenovirus,Equine mastadenovirus B,I,,DNA,1,0,0,0,0,1,https://en.wikivet.net/Equine_Adenovirus,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg
Equus ferus caballus,Horse,Arteriviridae,Alphaarterivirus,Alphaarterivirus equid,IV,,RNA,1,0,0,0,1,0,PubMedNeg,0,PubMedNeg,1,https://www.merckvetmanual.com/generalized-conditions/equine-viral-arteritis/overview-of-equine-viral-arteritis?query=equine%20arterivirus,0,PubMedNeg,1,https://www.merckvetmanual.com/generalized-conditions/equine-viral-arteritis/overview-of-equine-viral-arteritis?query=equine%20viral%20arteritis,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,1,https://www.merckvetmanual.com/generalized-conditions/equine-viral-arteritis/overview-of-equine-viral-arteritis?query=equine%20arterivirus,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg
Equus ferus caballus,Horse,Flaviviridae,Flavivirus,Louping ill virus,IV,,RNA,1,0,0,0,1,0,PubMedNeg,1,PMID: 24552787,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg
Equus ferus caballus,Horse,Flaviviridae,Flavivirus,Murray valley encephalitis virus,IV,,RNA,1,0,0,0,1,0,PubMedNeg,1,PMID: 3038067,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg
Equus ferus caballus,Horse,Flaviviridae,Flavivirus,West Nile virus,IV,,RNA,1,0,0,0,1,0,PubMedNeg,1,PMID: 15682518,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg
Equus ferus caballus,Horse,Flaviviridae,Flavivirus,St Louis encephalitis virus,IV,,RNA,1,0,0,0,1,0,PubMedNeg,1,PMID:25229279,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg
Equus ferus caballus,Horse,Herpesviridae,Varicellovirus,Equine herpesvirus 1,I,,DNA,1,0,0,0,1,0,PubMedNeg,0,PubMedNeg,1,"Fenner, Frank J.; Gibbs, E. Paul J.; Murphy, Frederick A.; Rott, Rudolph; Studdert, Michael J.; White, David O. (1993). Veterinary Virology (2nd ed.). Academic Press, Inc. ISBN 978-0-12-253056-2",0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,1,Merck Veterinary Manual
Equus ferus caballus,Horse,Herpesviridae,Varicellovirus,Equine herpesvirus 3,I,,DNA,1,0,0,0,1,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,1,"Carter, G.R.; Flores, E.F.; Wise, D.J. (2006). ""Herpesviridae"". A Concise Review of Veterinary Virology.",0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,1,Merck Veterinary Manual
Equus ferus caballus,Horse,Herpesviridae,Varicellovirus,Equine herpesvirus 4,I,,DNA,1,0,0,0,1,0,PubMedNeg,0,PubMedNeg,1,https://www.merckvetmanual.com/respiratory-system/respiratory-diseases-of-horses/equine-herpesvirus-infection?query=equine%20herpesvirus%204,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg
Equus ferus caballus,Horse,Orthomyxoviridae,Alphainfluenzavirus,Influenza A virus,V,,RNA,0,0,0,1,1,0,PubMedNeg,0,PubMedNeg,1,PMID: 11770982,1,Merck Veterinary Manual,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,1,PMID:25282321
Equus ferus caballus,Horse,Orthomyxoviridae,Thogotovirus,Thogotovirus,V,,RNA,0,0,0,1,1,0,PubMedNeg,1,"Fenner, Frank J.; Gibbs, E. Paul J.; Murphy, Frederick A.; Rott, Rudolph; Studdert, Michael J.; White, David O. (1993). Veterinary Virology (2nd ed.). Academic Press, Inc. ISBN 978-0-12-253056-2",0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg
Equus ferus caballus,Horse,Orthomyxoviridae,Thogotovirus,Dhori,V,,RNA,0,0,0,1,1,0,PubMedNeg,1,"Fenner, Frank J.; Gibbs, E. Paul J.; Murphy, Frederick A.; Rott, Rudolph; Studdert, Michael J.; White, David O. (1993). Veterinary Virology (2nd ed.). Academic Press, Inc. ISBN 978-0-12-253056-2",0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg
Equus ferus caballus,Horse,Paramyxoviridae,Henipavirus,Hendra virus,V,,RNA,1,0,1,1,1,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,1,PMID: 11061954,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,1,PMID: 11061954
Equus ferus caballus,Horse,Paramyxoviridae,Henipavirus,Nipah virus,V,,RNA,1,0,1,1,1,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,1,Merck Veterinary Manual,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,1,PMID:29035743
Equus ferus caballus,Horse,Picornaviridae,Aphthovirus,"Equine rhinovirus 1,2",IV,,RNA,1,0,0,0,0,0,PubMedNeg,0,PubMedNeg,1,PMID: 30918893,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg
Equus ferus caballus,Horse,Poxviridae,Orthopoxvirus,Horsepox,I,,DNA,0,0,0,1,1,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,1,PMID:29351298
Equus ferus caballus,Horse,Reoviridae,Orbivirus,African horse sickness virus,III,,RNA,1,0,0,0,0,0,PubMedNeg,1,PMID: 28141961,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg
Equus ferus caballus,Horse,Reoviridae,Orbivirus,Bluetongue virus,III,,RNA,1,0,0,0,0,0,PubMedNeg,1,PMID: 28141961,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg
Equus ferus caballus,Horse,Reoviridae,Orbivirus,Peruvian horse sickness virus,III,,RNA,1,0,0,0,0,0,PubMedNeg,1,PMID: 24751197,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg
Equus ferus caballus,Horse,Reoviridae,Rotavirus,Rotavirus,III,,RNA,1,0,0,0,0,1,"Fenner, Frank J.; Gibbs, E. Paul J.; Murphy, Frederick A.; Rott, Rudolph; Studdert, Michael J.; White, David O. (1993). Veterinary Virology (2nd ed.). Academic Press, Inc. ISBN 978-0-12-253056-2",0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg
Equus ferus caballus,Horse,Retroviridae,Lentivirus,Equine infectious anemia virus,VI,,RNA,1,0,0,0,1,0,PubMedNeg,1,"Fenner, Frank J.; Gibbs, E. Paul J.; Murphy, Frederick A.; Rott, Rudolph; Studdert, Michael J.; White, David O. (1993). Veterinary Virology (2nd ed.). Academic Press, Inc. ISBN 978-0-12-253056-2",0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,1,Merck Veterinary Manual,0,PubMedNeg
Equus ferus caballus,Horse,Rhabdoviridae,Lyssavirus,Rabies virus,V,,RNA,0,1,0,0,1,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,1,PMID: 15991708,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg
Equus ferus caballus,Horse,Rhabdoviridae,Vesiculovirus,Vesicular stomatitis virus,V,,RNA,0,1,0,0,1,0,PubMedNeg,1,PMID: 1668681,1,PMID: 3028192,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PMID: 3028192
Equus ferus caballus,Horse,Togaviridae,Alphavirus,Eastern equine encephalitis virus,IV,,RNA,1,0,0,0,1,0,PubMedNeg,1,PMID: 29941031 ,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg
Equus ferus caballus,Horse,Togaviridae,Alphavirus,Venezuelan equine encephalitis virus,IV,,RNA,1,0,0,0,1,0,PubMedNeg,1,PMID: 4037184,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg
Equus ferus caballus,Horse,Togaviridae,Alphavirus,Western equine encephalitis virus,IV,,RNA,1,0,0,0,1,0,PubMedNeg,1,PMID: 2863991,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg
Homo sapiens,Human,Adenoviridae,Mastadenovirus,Human mastadenovirus A,I,,DNA,1,0,0,0,0,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg
Homo sapiens,Human,Adenoviridae,Mastadenovirus,Human mastadenovirus B,I,,DNA,1,0,0,0,0,0,PubMedNeg,0,PubMedNeg,1,PMID:19109466,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,1,PMID:18289721
Homo sapiens,Human,Adenoviridae,Mastadenovirus,Human mastadenovirus C,I,,DNA,1,0,0,0,0,1,PMID: 25252347,0,PubMedNeg,1,PMID 21849694,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg
Homo sapiens,Human,Adenoviridae,Mastadenovirus,Human mastadenovirus D,I,,DNA,1,0,0,0,0,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,1,PMID: 16033453,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,1,PMID: 28915257
Homo sapiens,Human,Adenoviridae,Mastadenovirus,Human mastadenovirus E,I,,DNA,1,0,0,0,0,0,PubMedNeg,0,PubMedNeg,1,https://doi.org/10.1016/j.coviro.2018.01.001,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,1,PMID: 30144556
Homo sapiens,Human,Adenoviridae,Mastadenovirus,Human mastadenovirus F,I,,DNA,1,0,0,0,0,1,PMID: 29404949,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg
Homo sapiens,Human,Arenaviridae,Mammarenavirus,Lassa mammarenavirus,V,A,RNA,1,0,1,1,1,0,PubMedNeg,0,PubMedNeg,1,PMID:20071570,1,PMID:20071570,0,PubMedNeg,1,PMID:20071570,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,1,PMID: 31002054,0,PubMedNeg
Homo sapiens,Human,Arenaviridae,Mammarenavirus,Argentinian mammarenavirus,V,A,RNA,1,0,1,1,1,0,PubMedNeg,0,PubMedNeg,1,https://www.msdsonline.com/resources/sds-resources/free-safety-data-sheet-index/junin-virus/,0,https://www.msdsonline.com/resources/sds-resources/free-safety-data-sheet-index/junin-virus/,0,PubMedNeg,0,https://www.msdsonline.com/resources/sds-resources/free-safety-data-sheet-index/junin-virus/,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,https://www.msdsonline.com/resources/sds-resources/free-safety-data-sheet-index/junin-virus/,1,https://www.msdsonline.com/resources/sds-resources/free-safety-data-sheet-index/junin-virus/
Homo sapiens,Human,Arenaviridae,Mammarenavirus,Machupo mammarenavirus,V,A,RNA,1,0,1,1,1,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,1,PMID:24636947 ,0,PubMedNeg,1,PMID:24636947 ,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,1,PMID:24636947 ,0,PubMedNeg
Homo sapiens,Human,Arenaviridae,Mammarenavirus,Guanarito mammarenavirus,V,A,RNA,1,0,1,1,1,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,1,PMID: 22172205,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg
Homo sapiens,Human,Arenaviridae,Mammarenavirus,Chapare mammarenavirus,V,A,RNA,1,0,1,1,1,0,PubMedNeg,0,PubMedNeg,1,PMID: 18417570,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg
Homo sapiens,Human,Arenaviridae,Mammarenavirus,Lujo mammarenavirus,V,A,RNA,1,0,1,1,1,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,1,PMID: 19478873
