Host species,Common Name,Virus family,Virus genus,Virus name,Baltimore classification,Category,NucAcid,Spherical,Filamentous,Pleomorphic,Bullet-form,Lipid Envelope,Fecal.Oral,Fecal.Oral.Reference,Arbovirus,Arbovirus.Reference,Inhalation.Aerosols,Inhalation.Aerosols.Reference,Inhalation.Dust,Inhalation.Dust.Reference,Sexual,Sexual.Reference,Eating,Eating.Reference,Oral.Bloodstream,Oral.Bloodstream.Reference,Breastfeeding,Breastfeeding.Reference,Congenital/vertical,Congenital/vertical.Reference,Germ.line,Germ.line.Reference,Blood.Products,Blood.Products.Reference,Contact.Skin.or.Eye,Contact.Skin.or.Eye.Reference
Homo sapiens,Human,Arenaviridae,Mammarenavirus,Lymphocytic choriomeningitis mammarenavirus,V,,RNA,1,0,1,1,1,0,PubMedNeg,0,PubMedNeg,1,PMID: 21497126,1,PMID: 1636880,0,PubMedNeg,1,PMID:29439402,1,PMID: 25017980,0,PubMedNeg,1,PMID: 16731068,0,PubMedNeg,1,PMID: 17050901,1,PMID: 1636880
Homo sapiens,Human,Astroviridae,Mamastrovirus,Human astrovirus 1-8,IV,,RNA,1,0,0,0,0,1,PMID:113503,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg
Homo sapiens,Human,Caliciviridae,Norovirus,Norwalk virus,IV,B,RNA,1,0,0,0,0,1,PMID: 9413535,0,PubMedNeg,1,PMID: 10982072,0,PubMedNeg,0,PubMedNeg,1,PMID: 10753727,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg
Homo sapiens,Human,Caliciviridae,Sapovirus,Sapporo virus,IV,B,RNA,1,0,0,0,0,1,"Barer, Mike. ""Caliciviruses and Astroviruses"". In Greenwood, David (ed.). Medical Microbiology: A Guide to Microbial Infections: pathogenesis, immunity, laboratory diagnosis and control. pp. 579–586.",0,PubMedNeg,1,"Barer, Mike. ""Caliciviruses and Astroviruses"". In Greenwood, David (ed.). Medical Microbiology: A Guide to Microbial Infections: pathogenesis, immunity, laboratory diagnosis and control. pp. 579–586.",0,PubMedNeg,0,PubMedNeg,1,PMID: 22752792,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg
Homo sapiens,Human,Coronaviridae,Betacoronavirus,SARS,IV,C,RNA,1,0,0,0,1,0,PubMedNeg,0,PubMedNeg,1,PMID: 15006983,0,PubMedNeg,0,PMID: 15006983,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg
Homo sapiens,Human,Coronaviridae,Betacoronavirus,MERS,IV,C,RNA,1,0,0,0,1,0,PubMedNeg,0,PubMedNeg,1,https://www.cdc.gov/coronavirus/mers/about/transmission.html,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg
Homo sapiens,Human,Coronaviridae,Alphacoronavirus,Human cold coronavirus,IV,,RNA,1,0,0,0,1,0,PubMedNeg,0,PubMedNeg,1,PMID:29551135,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg
Homo sapiens,Human,Filoviridae,Ebolavirus,Ebola,V,A,RNA,0,0,1,0,1,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,1,PMID:30513823,0,PubMedNeg,0,PubMedNeg,0,PMID:27940938,0,PubMedNeg,0,PubMedNeg,1,PMID:27274594,1,PMID:27274594
Homo sapiens,Human,Filoviridae,Marburgvirus,Marburg,V,A,RNA,0,0,1,0,1,0,PubMedNeg,0,PubMedNeg,1,https://www.afro.who.int/health-topics/marburg-haemorrhagic-fever,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,TRUE,https://www.afro.who.int/health-topics/marburg-haemorrhagic-fever,TRUE,PMID:25820266
Homo sapiens,Human,Flaviviridae,Flavivirus,Dengue virus,IV,A,RNA,1,0,0,0,1,0,PubMedNeg,1,PMID: 30444971,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,1,PMID: 25728040,0,PubMedNeg
Homo sapiens,Human,Flaviviridae,Flavivirus,Japanese encephalitis virus,IV,B,RNA,1,0,0,0,1,0,PubMedNeg,1,PMID: 24427764,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,1,PMID: 29043965,0,PubMedNeg
Homo sapiens,Human,Flaviviridae,Flavivirus,Louping ill virus,IV,,RNA,1,0,0,0,1,0,PubMedNeg,1,PMID: 24907187,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg
Homo sapiens,Human,Flaviviridae,Flavivirus,Murray valley encephalitis virus,IV,,RNA,1,0,0,0,1,0,PubMedNeg,1,PMID: 29044370,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg
Homo sapiens,Human,Flaviviridae,Flavivirus,Saint Louis encephalitis virus,IV,B,RNA,1,0,0,0,1,0,PubMedNeg,1,PMID: 21629729,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg
Homo sapiens,Human,Flaviviridae,Flavivirus,Wesselsbron virus,IV,,RNA,1,0,0,0,1,0,PubMedNeg,1,PMID: 1964039,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg
Homo sapiens,Human,Flaviviridae,Flavivirus,West Nile virus,IV,B,RNA,1,0,0,0,1,0,PubMedNeg,1,PMID: 30444971,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PMID: 16510632,0,PubMedNeg,1,PMID: 22544764,0,PubMedNeg
Homo sapiens,Human,Flaviviridae,Flavivirus,Yellow fever virus,IV,B,RNA,1,0,0,0,1,0,PubMedNeg,1,PMID: 30444971,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,1,PMID: 29882971,0,PubMedNeg,0,PubMedNeg,1,PMID:20094025,0,PubMedNeg
Homo sapiens,Human,Flaviviridae,Flavivirus,Zika virus,IV,B,RNA,1,0,0,0,1,0,PubMedNeg,1,PMID: 30444971,0,PubMedNeg,0,PubMedNeg,1,PMID: 28656018,0,PubMedNeg,0,PubMedNeg,0,PMID: 30809448,1,PMID: 28402153,0,PubMedNeg,1,PMID: 27078190,0,PubMedNeg
Homo sapiens,Human,Flaviviridae,Flavivirus,Omsk hemorrhagic fever virus virus,IV,C,RNA,1,0,0,0,1,0,PubMedNeg,1,PMID: 24907187,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg
Homo sapiens,Human,Flaviviridae,Flavivirus,Alkhurma virus,IV,C,RNA,1,0,0,0,1,0,PubMedNeg,1,PMID: 24907187,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,1,PMID:28456648 ,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,1,PMID: 21122217,1,PMID: 20920527
Homo sapiens,Human,Flaviviridae,Flavivirus,Kyasanur Forest virus,IV,C,RNA,1,0,0,0,1,0,PubMedNeg,1,PMID: 24907187,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg
Homo sapiens,Human,Flaviviridae,Flavivirus,Tickborne encephalitis virus,IV,C,RNA,1,0,0,0,1,0,PubMedNeg,1,PMID: 24907187,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg
Homo sapiens,Human,Flaviviridae,Hepacivirus,Hepatitis C virus,IV,additional emerging virus,RNA,1,0,0,0,1,0,PubMedNeg,0,PubMedNeg,1,PMID: 18312289,0,PubMedNeg,1,PMID: 20706177,0,PubMedNeg,1,PMID: 7811879,0,PMID: 15384578,1,PMID: 24928290,0,PubMedNeg,1,PMID: 25473152,0,PubMedNeg
Homo sapiens,Human,Flaviviridae,Pegivirus,Hepatitis G virus,IV,,RNA,1,0,0,0,1,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,1,PMID: 9661838,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,1,Merck Veterinary Manual,0,PubMedNeg,1,PMID: 10364608,0,PubMedNeg
Homo sapiens,Human,Hantaviridae,Orthohantavirus,Sin Nombre orthohantavirus,V,A,RNA,1,0,0,0,1,0,PubMedNeg,0,PubMedNeg,1,PMID: 12587657,1,PMID: 12587657,0,PubMedNeg,0,PubMedNeg,1,PMID: 20113567,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg
Homo sapiens,Human,Hepadnaviridae,Orthohepadnavirus,Hepatitis B virus,VII,,DNA,1,0,1,1,1,0,PMID: 26289533,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,1,PMID: 12887033,0,PubMedNeg,1,PMID: 15911449,0,PMID: 15384578,1,Merck Veterinary Manual,0,PubMedNeg,1,PMID: 29939980,1,PMID: 21497126
Homo sapiens,Human,Hepeviridae,Orthohepevirus,Orthohepevirus A,IV,additional emerging virus,RNA,1,0,0,0,0,1,"Fenner, Frank J.; Gibbs, E. Paul J.; Murphy, Frederick A.; Rott, Rudolph; Studdert, Michael J.; White, David O. (1993). Veterinary Virology (2nd ed.). Academic Press, Inc. ISBN 978-0-12-253056-2",0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg
Homo sapiens,Human,Herpesviridae,Simplexvirus,Herpes simplex virus 1,I,,DNA,1,0,0,0,1,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,1,PMID:25153069,0,PubMedNeg,1,PMID:26581494,0,PMID:26917575,1,PMID:19150274,0,PubMedNeg,0,PMID:10878482,1,PMID:30106670
Homo sapiens,Human,Herpesviridae,Simplexvirus,Herpes simplex virus 2,I,,DNA,1,0,0,0,1,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,1,PMID:25153069,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,1,PMID:12517231 ,0,PubMedNeg,0,PMID:10878482,1,PMID:185732
Homo sapiens,Human,Herpesviridae,Varicellovirus,Human herpes virus 3/varicela-zoster virus,I,,DNA,1,0,0,0,1,0,PubMedNeg,0,PubMedNeg,1,PMID:12399190,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,1,PMID:25573640,1,PMID:26965725,0,PubMedNeg,0,PMID:10878482,1,PMID:2153790
Homo sapiens,Human,Herpesviridae,Lymphocryptovirus,Human herpes virus 4/Epstein bar virus,I,,DNA,1,0,0,0,1,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,1,PMID: 10837190,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,1,PMID:10878482,1,PMID:12614729 
Homo sapiens,Human,Herpesviridae,Cytomegalovirus,Human herpes virus 5/cytomegalovirus,I,,DNA,1,0,0,0,1,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,1,PMID: 18354346 ,0,PubMedNeg,0,PubMedNeg,1,PMID:26917575,1,PMID: 28416012,0,PubMedNeg,1,PMID:10878482,1,PMID: 30984257
Homo sapiens,Human,Herpesviridae,Roseolovirus,HHV6,I,additional emerging virus,DNA,1,0,0,0,1,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,1,PMID: 10738135,0,PubMedNeg,0,PubMedNeg,0,PMID: 9783698,1,PMID:15480369,1,PMID: 28835501,1,PMID:10878482,0,PubMedNeg
Homo sapiens,Human,Herpesviridae,Roseolovirus,HHV7,I,,DNA,1,0,0,0,1,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,1,PMID:15480369,1,PMID: 28284243,1,PMID:10878482,1,PMID: 11427741
Homo sapiens,Human,Herpesviridae,Rhadinovirus,HHV8,I,additional emerging virus,DNA,1,0,0,0,1,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,1,PMID: 17570106,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,1,PMID: 19115001,0,PubMedNeg,0,PubMedNeg,1,PMID: 17496573
Homo sapiens,Human,Nairoviridae,Orthonairovirus,Crimean-Congo hemorrhagic fever orthonairovirus,V,A,RNA,1,0,0,0,1,0,PubMedNeg,1,PMID: 24907187,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PMID: 17934982,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,1,PMID: 31022170
Homo sapiens,Human,Nairoviridae,Orthonairovirus,Nairobi sheep disease orthonairovirus,V,,RNA,1,0,0,0,1,0,PubMedNeg,1,PMID:25811222,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg
Homo sapiens,Human,Orthomyxoviridae,Alphainfluenzavirus,Influenza A virus,V,C,RNA,0,0,0,1,1,0,PubMedNeg,0,PubMedNeg,1,"Fenner, Frank J.; Gibbs, E. Paul J.; Murphy, Frederick A.; Rott, Rudolph; Studdert, Michael J.; White, David O. (1993). Veterinary Virology (2nd ed.). Academic Press, Inc. ISBN 978-0-12-253056-2",0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,1,"Fenner, Frank J.; Gibbs, E. Paul J.; Murphy, Frederick A.; Rott, Rudolph; Studdert, Michael J.; White, David O. (1993). Veterinary Virology (2nd ed.). Academic Press, Inc. ISBN 978-0-12-253056-2"
Homo sapiens,Human,Orthomyxoviridae,Betainfluenzavirus,Influenza B virus,V,,RNA,0,0,0,1,1,0,PubMedNeg,0,PubMedNeg,1,"Fenner, Frank J.; Gibbs, E. Paul J.; Murphy, Frederick A.; Rott, Rudolph; Studdert, Michael J.; White, David O. (1993). Veterinary Virology (2nd ed.). Academic Press, Inc. ISBN 978-0-12-253056-2",0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,1,"Fenner, Frank J.; Gibbs, E. Paul J.; Murphy, Frederick A.; Rott, Rudolph; Studdert, Michael J.; White, David O. (1993). Veterinary Virology (2nd ed.). Academic Press, Inc. ISBN 978-0-12-253056-2"
Homo sapiens,Human,Orthomyxoviridae,Gammainfluenzavirus,Influenza C virus,V,,RNA,0,0,0,1,1,0,PubMedNeg,0,PubMedNeg,1,"Fenner, Frank J.; Gibbs, E. Paul J.; Murphy, Frederick A.; Rott, Rudolph; Studdert, Michael J.; White, David O. (1993). Veterinary Virology (2nd ed.). Academic Press, Inc. ISBN 978-0-12-253056-2",0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,1,"Fenner, Frank J.; Gibbs, E. Paul J.; Murphy, Frederick A.; Rott, Rudolph; Studdert, Michael J.; White, David O. (1993). Veterinary Virology (2nd ed.). Academic Press, Inc. ISBN 978-0-12-253056-2"
Homo sapiens,Human,Orthomyxoviridae,Thogotovirus,Thogotovirus,V,,RNA,0,0,0,1,1,0,PubMedNeg,1,PMID: 25957096,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg
Homo sapiens,Human,Orthomyxoviridae,Thogotovirus,Dhori,V,,RNA,0,0,0,1,1,0,PubMedNeg,1,"Fenner, Frank J.; Gibbs, E. Paul J.; Murphy, Frederick A.; Rott, Rudolph; Studdert, Michael J.; White, David O. (1993). Veterinary Virology (2nd ed.). Academic Press, Inc. ISBN 978-0-12-253056-2",0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg
Homo sapiens,Human,Papillomaviridae,Alphapapillomavirus,HPV16,I,,DNA,1,0,0,0,0,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,1,PMID: 26691673,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,1,PMID: 28165175
Homo sapiens,Human,Papillomaviridae,Alphapapillomavirus,HPV18,I,,DNA,1,0,0,0,0,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,1,PMID: 18847553,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,1,PMID: 28165175
Homo sapiens,Human,Paramyxoviridae,Rubulavirus,Mumps virus,V,,RNA,1,0,1,1,1,0,PubMedNeg,0,PubMedNeg,1,R. T. Emond Mumps Postgrad Med J. 1966 May; 42(487): 318–320.,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,1,R. T. Emond Mumps Postgrad Med J. 1966 May; 42(487): 318–320.
Homo sapiens,Human,Paramyxoviridae,Henipavirus,Nipah virus,V,C,RNA,1,0,1,1,1,0,PubMedNeg,0,PubMedNeg,TRUE,PMID: 25229234,0,PubMedNeg,0,PubMedNeg,TRUE,PMID: 25229234,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,1,"PMID: PMID: 28388650; Fenner, Frank J.; Gibbs, E. Paul J.; Murphy, Frederick A.; Rott, Rudolph; Studdert, Michael J.; White, David O. (1993). Veterinary Virology (2nd ed.). Academic Press, Inc. ISBN 978-0-12-253056-2"
Homo sapiens,Human,Paramyxoviridae,Henipavirus,Hendra virus,V,C,RNA,1,0,1,1,1,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,1,PMID:7603375 
Homo sapiens,Human,Paramyxoviridae,Respirovirus,Parainfluenza virus,V,,RNA,1,0,1,1,1,0,PubMedNeg,0,PubMedNeg,1,https://web.archive.org/web/20120320192506/http://www.cdc.gov/ncidod/dvrd/revb/respiratory/hpivfeat.htm,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,1,PMID: 28893615
Homo sapiens,Human,Paramyxoviridae,Morbillivirus,Measles virus,V,additional emerging virus,RNA,1,0,1,1,1,0,PubMedNeg,0,PubMedNeg,TRUE,PMID:27483301,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,1,PMID: 23959917,0,PubMedNeg,0,PubMedNeg,TRUE,PMID:26542049
Homo sapiens,Human,Paramyxoviridae,Avulavirus,Newcastle Disease virus,V,,RNA,1,0,1,1,1,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,1,PMID: 1025751
Homo sapiens,Human,Pneumoviridae,Orthopneumovirus,Respiratory syncytial virus,V,,RNA,1,0,1,1,1,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,1,PMID: 7287181 
Homo sapiens,Human,Parvoviridae,Bocaparvovirus,Bocavirus,II,,DNA,1,0,0,0,0,1,PMID: 27818586,0,PubMedNeg,1,PMID: 16118271,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg
Homo sapiens,Human,Parvoviridae,Erythroparvovirus,B19,II,,DNA,1,0,0,0,0,0,PubMedNeg,0,PubMedNeg,1,PMID: 29333409,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,1,PMID: 22777688,0,PubMedNeg,1,PMID: 26778837,0,PubMedNeg
Homo sapiens,Human,Peribunyaviridae,Orthobunyavirus,La Crosse,V,B,RNA,1,0,0,0,1,0,PubMedNeg,1,PMID: 27621342 ,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,1,PMID: 19145220,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg
Homo sapiens,Human,Phenuiviridae,Phlebovirus,Severe fever with thrombocytopenia syndrome virus,V,C,RNA,1,0,0,0,1,0,PubMedNeg,1,PMID: 24907187,1,PMID: 30565531,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,1,PMID: 30677496,0,PubMedNeg
Homo sapiens,Human,Phenuiviridae,Phlebovirus,Heartland virus,V,C,RNA,1,0,0,0,1,0,PubMedNeg,1,PMID: 30223439 ,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg
Homo sapiens,Human,Peribunyaviridae,Orthobunyavirus,Cache Valley virus,V,,RNA,1,0,0,0,1,0,PubMedNeg,1,PMID: 9701947,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg
Homo sapiens,Human,Peribunyaviridae,Orthobunyavirus,Jamestown Canyon virus,V,,RNA,1,0,0,0,1,0,PubMedNeg,1,PMID: 25487728,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg
Homo sapiens,Human,Peribunyaviridae,Orthobunyavirus,California encephalitis orthobunyavirus,V,B,RNA,1,0,0,0,1,0,PubMedNeg,1,PMID: 28726628,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg
Homo sapiens,Human,Phenuiviridae,Phlebovirus,Rift Valley fever phlebovirus,V,A,RNA,1,0,0,0,1,0,PubMedNeg,1,PMID: 28457351,1,PMID: 30463176,0,PubMedNeg,0,PubMedNeg,1,PMID: 30036382,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,1,PMID: 30036382
Homo sapiens,Human,Picornaviridae,Enterovirus,Poliovirus/Enterovirus C,IV,additional emerging virus,RNA,1,0,0,0,0,1,PMID: 23550968,0,PubMedNeg,1,https://www.cdc.gov/polio/about/index.htm,0,PubMedNeg,0,PubMedNeg,1,https://www.cdc.gov/polio/about/index.htm,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg
Homo sapiens,Human,Picornaviridae,Enterovirus,Rhinovirus A,IV,,RNA,1,0,0,0,0,1,PMID: 23227049,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg,0,PubMedNeg
